species,country,spp_abbrev,common_name,area,x
Glossophaga commissarisi,Mexico,GLCOM,Commissaris's Long-tongued Bat,521533521325.561,"list(c(-96.2926448634689, -105.851490883456, -105.509993118175, -105.265817226974, -105.270752326258, -105.357280457931, -105.073059, -104.020833, -102.052810406478, -101.9185280017, -101.818168462179, -101.622655997599, -95.6489262120553, -95.250227016973, -94.6916564603301, -93.8751688301185, -93.3594638740618, -92.7086180018735, -92.293892, -92.1332197886277, -92.2292486234063, -91.747960171256, -91.5552798294062, -91.3457430053103, -92.2110439944186, -94.0730098822433, -94.4257295397562, -94.8390634834427, 
-95.90088497596, -96.2921272448418, -96.2926448634689, 19.3216412882779, 23.4362373817563, 21.7474765885318, 21.4221035832524, 21.0762848983551, 20.9788028618395, 19.526671, 18.923611, 17.9305560431615, 17.916090196194, 17.8100509827017, 17.709303029381, 15.9420994183649, 16.1283181828406, 16.2009752466429, 15.9401642928659, 15.6154295923437, 14.9982942645228, 14.861389, 15.1251544018449, 15.2514466414959, 16.0665648462518, 16.0675026396289, 16.4066173286843, 17.3343479141311, 18.2573479423678, 18.1443708358434, 
18.5627173934622, 18.8280241968487, 19.3203714055095, 19.3216412882779))"
Glossophaga leachii,Mexico,GLLEA,Gray's Long-tongued Bat,1191429053230,"list(c(-97.6132662779147, -109.628742272023, -109.29, -107.737418587915, -106.909980434988, -106.028716396899, -105.693413865973, -105.603160976975, -105.265817226974, -105.270752326258, -105.500660773524, -105.397772996831, -105.497290540897, -104.946938737348, -103.353187052636, -102.159239530477, -101.9185280017, -101.762271297768, -100.15361, -99.068944633039, -98.9476757474565, -98.8051223811789, -97.3628288580004, -95.9122455776077, -95.250227016973, -94.6916564603301, -93.8751688301185, -93.3594638740618, 
-93.2221879911534, -92.89161104398, -92.316667, -91.2391404702116, -91.4539212715151, -91.0834667843935, -91.0021351667656, -91.001519945016, -90.6290060761232, -88.9212499611376, -88.574669, -88.574854521741, -89.7114838037642, -90.2786183336849, -90.4514759997012, -90.5335898506131, -90.7718698799109, -91.4079034085593, -92.0373481920904, -92.7861138577835, -93.5486512926824, -94.4257295397562, -94.8390634834427, -95.90088497596, -96.2921272448418, -96.5255755277203, -97.1893334622933, -97.3889595202368, 
-97.6990439522042, -97.8723667061111, -97.7760418363191, -97.7029455228422, -97.6132662779147, 24.6425361187627, 28.757985559251, 26.97, 24.4117819601911, 23.7677743596289, 22.7737523462786, 22.2690803085162, 21.8711459416526, 21.4221035832524, 21.0762848983551, 20.8168950464661, 20.5317186548634, 20.5026798744421, 19.5045879088084, 18.5091857717058, 17.941954187245, 17.916090196194, 17.7509134131718, 16.964445, 16.5889043980619, 16.5660434025688, 16.4964830050594, 15.9838454779117, 15.8185189949836, 
16.1283181828406, 16.2009752466429, 15.9401642928659, 15.6154295923437, 15.4857246261028, 15.4424952994462, 15.7, 17.0598679133964, 17.2521772323242, 17.2542861238727, 17.3556498542485, 17.8175949162457, 17.8188170437059, 19.8984013592355, 20.680689, 20.6808663662863, 21.21937891665, 20.9998554549956, 20.7075218775204, 19.8674181177513, 19.2841203882568, 18.8760832788802, 18.7045692001034, 18.5248385685923, 18.4238369816779, 18.1443708358434, 18.5627173934622, 18.8280241968487, 19.3203714055095, 
19.8909308944441, 20.6354332544731, 21.4110189885258, 21.8986894800643, 22.4442117375534, 22.9325798609277, 24.2723430445267, 24.6425361187627))"
Glossophaga morenoi,Mexico,GLMOR,Western Long-tongued Bat,153266124211.507,"list(c(-94.2238670031298, -94.066948, -98.551197784514, -100.91714876603, -103.640759, -104.391111, -104.496293, -98.3670197452539, -95.5438980833774, -94.2238670031298, 16.3532797190805, 16.364166, 18.5187186729718, 19.4721592419856, 19.305679, 19.228611, 19.133099, 16.4246537937199, 16.325221594815, 16.3532797190805))"
Diclidurus albus,Mexico,DIALB,Northern Ghost Bat,6813678279.57498,"list(list(c(-105.355848286054, -105.028007, -105.018397099926, -104.513367, -105.267671477293, -105.270752326258, -105.355848286054, 20.9804177309948, 19.476425, 19.432947030563, 19.13245, 21.2923606103522, 21.0762848983551, 20.9804177309948)), list(c(-105.356936620508, -105.622677217297, -105.645457734876, -105.532197877013, -105.356936620508, 21.543735961691, 22.2866382833382, 22.2838583169251, 21.7769749171581, 21.543735961691)))"
Chiroderma salvini,Mexico,CHSAL,Salvin's Big-eyed Bat,974079159762.832,"list(c(-97.6957050670227, -108.364168, -107.550327442672, -106.520432105851, -106.028716396899, -105.693413865973, -105.603160976975, -105.265817226974, -105.270752326258, -105.372480885644, -104.513367, -96.9014297396348, -95.5363436465842, -95.250227016973, -94.6916564603301, -93.8751688301185, -93.3594638740618, -93.3549176880383, -93.0660594734789, -88.504174, -89.1042530964054, -89.6013211738515, -90.2786183336849, -90.4514759997012, -90.5335898506131, -90.7718698799109, -91.4079034085593, -92.0373481920904, 
-92.7861138577835, -93.5486512926824, -94.4257295397562, -94.8390634834427, -95.90088497596, -96.2921272448418, -96.5255755277203, -97.1893334622933, -97.3889595202368, -97.6990439522042, -97.8723667061111, -97.7760418363191, -97.7029455228422, -97.6957050670227, 24.3023140599927, 27.118478, 25.3801582588711, 23.3308199115009, 22.7737523462786, 22.2690803085162, 21.8711459416526, 21.4221035832524, 21.0762848983551, 20.9616604790032, 19.13245, 16.2230009177846, 15.9947927048957, 16.1283181828406, 
16.2009752466429, 15.9401642928659, 15.6154295923437, 15.6111381134505, 15.5586000700708, 21.145119, 21.3716728913644, 21.2617257756345, 20.9998554549956, 20.7075218775204, 19.8674181177513, 19.2841203882568, 18.8760832788802, 18.7045692001034, 18.5248385685923, 18.4238369816779, 18.1443708358434, 18.5627173934622, 18.8280241968487, 19.3203714055095, 19.8909308944441, 20.6354332544731, 21.4110189885258, 21.8986894800643, 22.4442117375534, 22.9325798609277, 24.2723430445267, 24.3023140599927))"
Lasiurus xanthinus,Mexico,LAXAN,Western Yellow Bat,330332281742.133,"list(list(c(-113.511395681012, -113.55, -113.750492033938, -110.693043720236, -110.710006883571, -110.987819383572, -111.284674648873, -111.616489020619, -112.244951951937, -112.457910529412, -112.761587083775, -112.962298346797, -113.140039435664, -113.271969367306, -113.424053107541, -113.511395681012, 28.9510952687915, 28.95, 28.7501659017359, 24.6636912280493, 24.8260043401019, 25.2946062281246, 25.7325898300144, 26.6628172877005, 27.1717267929108, 27.5258137069748, 27.7802167831475, 28.4251903345825, 
28.411289374296, 28.7547826197399, 28.8261736109512, 28.9510952687915)), list(c(-110.420969724089, -109.77, -109.468342066934, -109.433392300233, -109.409104377056, -109.771847093529, -110.172856208113, -110.420969724089, 24.2827441841149, 23.36, 23.1552005426056, 23.1855876734287, 23.3646723495362, 23.8111825627542, 24.2655475936804, 24.2827441841149)), list(c(-105.648082309145, -103.9028, -103.914845905965, -109.618820416473, -109.732129332082, -112.231954983438, -112.22823462609, -111.759606899852, 
-111.178918830188, -110.641018846462, -110.391731737086, -109.801457689232, -109.291643846456, -109.444089321717, -109.260198737407, -108.401904873471, -107.915448778091, -106.909980434988, -106.028716396899, -105.693413865973, -105.603160976975, -105.265817226974, -105.270752326258, -105.500660773524, -105.397772996831, -105.648082309145, 20.4585504295464, 19.164533, 25.6720639553172, 28.9688071041775, 29.0048982492882, 28.9811498860805, 28.9544086776835, 28.4679525823039, 27.9412405461691, 27.8598760035255, 
27.1621149765045, 26.6761756454479, 26.4429340682984, 25.8248839380877, 25.5806094426441, 25.1723139511059, 24.548915310153, 23.7677743596289, 22.7737523462786, 22.2690803085162, 21.8711459416526, 21.4221035832524, 21.0762848983551, 20.8168950464661, 20.5317186548634, 20.4585504295464)))"
Leptonycteris yerbabuenae,Mexico,LEYER,Lesser Long-nosed Bat,1145149360784.93,"list(list(c(-97.7689748176814, -98.677332727354, -112.356944, -112.328319413226, -112.271823696729, -112.22823462609, -111.759606899852, -111.178918830188, -110.641018846462, -110.391731737086, -109.801457689232, -109.291643846456, -109.444089321717, -109.260198737407, -108.401904873471, -107.915448778091, -106.909980434988, -106.028716396899, -105.693413865973, -105.603160976975, -105.265817226974, -105.270752326258, -105.500660773524, -105.397772996831, -105.731396043708, -105.493038499761, -105.402338435853, 
-104.716667, -102.067886702604, -101.9185280017, -101.814846709388, -100.138611, -98.3670197452539, -97.1333792185675, -95.25, -93.383333, -94.3716279560422, -94.4257295397562, -94.8390634834427, -95.90088497596, -96.2921272448418, -96.5255755277203, -97.1893334622933, -97.3889595202368, -97.6990439522042, -97.8723667061111, -97.7760418363191, -97.7689748176814, 23.063302703781, 24.3073483391238, 30.971182, 29.3467178668723, 29.2668443873201, 28.9544086776835, 28.4679525823039, 27.9412405461691, 
27.8598760035255, 27.1621149765045, 26.6761756454479, 26.4429340682984, 25.8248839380877, 25.5806094426441, 25.1723139511059, 24.548915310153, 23.7677743596289, 22.7737523462786, 22.2690803085162, 21.8711459416526, 21.4221035832524, 21.0762848983551, 20.8168950464661, 20.5317186548634, 20.4341018742641, 19.9467672795354, 19.8330759393646, 19.216667, 17.9321742662253, 17.916090196194, 17.8065382028709, 16.961666, 16.4246537937199, 16.2327217888327, 16.416667, 16.666667, 18.1617510539066, 18.1443708358434, 
18.5627173934622, 18.8280241968487, 19.3203714055095, 19.8909308944441, 20.6354332544731, 21.4110189885258, 21.8986894800643, 22.4442117375534, 22.9325798609277, 23.063302703781)), list(c(-112.221198201254, -111.817652003302, -110.690865029024, -110.710006883571, -110.987819383572, -111.284674648873, -111.616489020619, -112.221198201254, 27.1526258264476, 26.056945946031, 24.6428134427323, 24.8260043401019, 25.2946062281246, 25.7325898300144, 26.6628172877005, 27.1526258264476)), list(c(-110.408460871533, 
-110.034820414075, -109.418814502952, -109.409104377056, -109.771847093529, -110.172856208113, -110.408460871533, 24.2818869531696, 23.8003808879588, 23.2931338974975, 23.3646723495362, 23.8111825627542, 24.2655475936804, 24.2818869531696)))"
Molossus sinaloae,Mexico,MOSIN,Sinaloan Mastiff Bat,636048149839.348,"list(c(-97.8687728628222, -105.853615, -105.858632, -104.338014143647, -104.283333, -100.059448, -95.2764642822472, -95.250227016973, -94.6916564603301, -93.8751688301185, -93.605548394954, -93.209167, -89.1292515640356, -89.1771527460707, -89.6013211738515, -90.2786183336849, -90.4514759997012, -90.5335898506131, -90.7718698799109, -91.4079034085593, -92.0373481920904, -92.7861138577835, -93.5486512926824, -94.4257295397562, -94.8390634834427, -95.90088497596, -96.2921272448418, -96.5255755277203, 
-97.1893334622933, -97.3889595202368, -97.6990439522042, -97.8723667061111, -97.8687728628222, 22.462496009721, 23.0597, 22.993252, 19.1157154561937, 19.066667, 17.026112, 16.1160970222795, 16.1283181828406, 16.2009752466429, 15.9401642928659, 15.7706679849263, 15.686667, 21.3482371939573, 21.3556498288066, 21.2617257756345, 20.9998554549956, 20.7075218775204, 19.8674181177513, 19.2841203882568, 18.8760832788802, 18.7045692001034, 18.5248385685923, 18.4238369816779, 18.1443708358434, 18.5627173934622, 
18.8280241968487, 19.3203714055095, 19.8909308944441, 20.6354332544731, 21.4110189885258, 21.8986894800643, 22.4442117375534, 22.462496009721))"
Musonycteris harrisoni,Mexico,MUHAR,Banana Bat,24981986550.912,"list(c(-105.269188, -105.27771, -104.472017, -103.718818287273, -99.5595521654492, -105.269188, 19.961409, 19.94083, 19.123067, 18.7144617050213, 17.8165262808641, 19.961409))"
Nyctinomops aurispinosus,Mexico,NYAUR,Peale's Free-tailed Bat,936865229315.335,"list(c(-97.7430044574713, -98, -113.789806020338, -113.627691006167, -113.148669399857, -113.160551323796, -110.797578559703, -110.641018846462, -110.517608129615, -110.026124457837, -109.801457689232, -109.291643846456, -109.397924404452, -108.989684418411, -108.401904873471, -107.915448778091, -106.909980434988, -106.028716396899, -105.693413865973, -105.603160976975, -105.265817226974, -105.270752326258, -105.500660773524, -105.397772996831, -105.551342380928, -104.716667, -103.719208432845, -93.6832973125662, 
-95.4593988334412, -95.90088497596, -96.2921272448418, -96.5255755277203, -97.1893334622933, -97.3889595202368, -97.6990439522042, -97.7430044574713, 22.0374699919397, 22.4, 31.6285157564286, 31.4345111403496, 31.1709658879789, 30.8698196681417, 27.8837858467371, 27.8598760035255, 27.5156080982408, 26.8619138046444, 26.6761756454479, 26.4429340682984, 26.0127547188673, 25.4527593780345, 25.1723139511059, 24.548915310153, 23.7677743596289, 22.7737523462786, 22.2690803085162, 21.8711459416526, 21.4221035832524, 
21.0762848983551, 20.8168950464661, 20.5317186548634, 20.4868793963507, 19.216667, 18.7506349762885, 16.0227414443694, 18.718541233583, 18.8280241968487, 19.3203714055095, 19.8909308944441, 20.6354332544731, 21.4110189885258, 21.8986894800643, 22.0374699919397))"
Saccopteryx bilineata,Mexico,SABIL,Greater Sac-winged Bat,490217212872.34,"list(c(-96.84383055978, -105.020621165461, -104.874127297034, -104.513367, -102.028449968941, -101.9185280017, -101.842591386193, -100.251788776063, -97.5544316264149, -96.0499424299938, -95.250227016973, -94.6916564603301, -93.8751688301185, -93.3594638740618, -92.7108351682073, -92.283333, -92.1615925114826, -92.1231145234148, -92.087215949252, -92.2292486234063, -91.747960171256, -91.1808401339835, -90.6830672075677, -90.7118218655876, -91.0816700915006, -91.4539212715151, -91.0022692532842, -91.001519945016, 
-90.0679335192309, -89.622869012641, -89.4412577838574, -88.574669, -90.4603695491923, -90.5335898506131, -90.7718698799109, -91.4079034085593, -92.0373481920904, -92.7861138577835, -93.5486512926824, -94.4257295397562, -94.8390634834427, -95.90088497596, -96.2921272448418, -96.5255755277203, -96.84383055978, 20.2491038402841, 19.436517854058, 19.3133171990689, 19.13245, 17.92793878315, 17.916090196194, 17.8358724457396, 17.0368400905012, 16.0749084199993, 15.7537085360338, 16.1283181828406, 16.2009752466429, 
15.9401642928659, 15.6154295923437, 15.0004059206009, 14.9, 14.9477988865525, 14.992089010039, 15.0645846623285, 15.2514466414959, 16.0665648462518, 16.0688321951609, 16.6313852948803, 16.6874830184548, 16.9184766707995, 17.2521772323242, 17.2546577010743, 17.8175949162457, 17.8193260767275, 17.8145721008187, 18.0151547039589, 20.680689, 20.6169752680162, 19.8674181177513, 19.2841203882568, 18.8760832788802, 18.7045692001034, 18.5248385685923, 18.4238369816779, 18.1443708358434, 18.5627173934622, 
18.8280241968487, 19.3203714055095, 19.8909308944441, 20.2491038402841))"
Antrozous pallidus,Mexico,ANPAL,Pallid Bat,1158560483699.07,"list(list(c(-114.880075282474, -115.458880519939, -115.3, -114.18005776846, -114.162018398885, -114.162554733798, -112.309340883064, -112.30071082238, -112.297668836092, -111.93, -110.532609424571, -109.717033, -109.545562634849, -109.433392300233, -109.409104377056, -109.771847093529, -110.172856208113, -110.655048997829, -110.710006883571, -110.987819383572, -111.284674648873, -111.616489020619, -112.244951951937, -112.457910529412, -112.761587083775, -112.962298346797, -113.140039435664, -113.271969367306, 
-113.424053107541, -113.588875088335, -114.330974494263, -114.673899298952, -114.771231859174, -114.880075282474, 31.2298406425777, 30.8834148127456, 30.05, 28.5829908493028, 28.5661119654423, 28.559654511717, 26.0176455924674, 26.0120042994166, 26.0011899046521, 25.48, 23.7384372848258, 23.150272, 23.0879847687727, 23.1855876734287, 23.3646723495362, 23.8111825627542, 24.2655475936804, 24.2985946721311, 24.8260043401019, 25.2946062281246, 25.7325898300144, 26.6628172877005, 27.1717267929108, 27.5258137069748, 
27.7802167831475, 28.4251903345825, 28.411289374296, 28.7547826197399, 28.8261736109512, 29.061611436473, 29.7504324407074, 30.162681179316, 30.9136172551653, 31.2298406425777)), list(c(-97.5299999999999, -98.24, -99.0199999999999, -99.3, -99.5199999999999, -100.11, -100.45584, -100.526334848964, -101.559334234011, -101.6624, -102.48, -103.11, -103.94, -104.45697, -104.70575, -105.03737, -105.63159, -106.1429, -106.50759, -108.24, -108.24194, -109.035, -111.02361, -113.30498, -113.40132690667, -113.436958, 
-114.30194354049, -114.205736660604, -113.871881069782, -113.148669399857, -113.163810594519, -112.809594489374, -112.271823696729, -112.22823462609, -111.759606899852, -111.178918830188, -110.641018846462, -110.391731737086, -109.801457689232, -109.291643846456, -109.444089321717, -109.260198737407, -108.401904873471, -107.915448778091, -106.909980434988, -106.028716396899, -105.693413865973, -105.603160976975, -105.300892968286, -103.753287441483, -99.8134571842341, -98.4362116328155, -97.4366956799912, 
-97.5299999999999, 25.8400000000001, 26.0600000000001, 26.3700000000001, 26.84, 27.54, 28.1100000000001, 28.6961200000001, 28.7929626134445, 29.7214412215606, 29.7793000000001, 29.76, 28.97, 29.27, 29.57196, 30.12173, 30.64402, 31.0838300000001, 31.3999500000001, 31.75452, 31.7548537181664, 31.3422200000001, 31.3419400000001, 31.33472, 32.0391400000001, 32.0708516683001, 32.07144, 31.5707773346266, 31.5240451116131, 31.5676083440352, 31.1709658879789, 30.7868808049694, 30.0211135930523, 29.2668443873201, 
28.9544086776835, 28.4679525823039, 27.9412405461691, 27.8598760035255, 27.1621149765045, 26.6761756454479, 26.4429340682984, 25.8248839380877, 25.5806094426441, 25.1723139511059, 24.548915310153, 23.7677743596289, 22.7737523462786, 22.2690803085162, 21.8711459416526, 21.4689549775781, 20.8420771764079, 20.6938904231052, 23.2032293455844, 25.8472729919348, 25.8400000000001)))"
